0 0.0 15.0
1 0.0 15.0
2 0.0 16.0
3 0.0 16.0
4 0.0 15.0
5 0.0 14.0
6 0.0 15.0
7 0.0 15.0
8 14.0 31.0
9 15.0 31.0
10 15.0 30.0
11 15.0 31.0
12 15.0 30.0
13 15.0 31.0
14 16.0 30.0
15 16.0 31.0
16 30.0 45.0
17 30.0 46.0
18 30.0 46.0
19 31.0 47.0
20 31.0 46.0
21 31.0 45.0
22 31.0 46.0
23 31.0 46.0
24 45.0 61.0
25 45.0 61.0
26 46.0 62.0
27 46.0 62.0
28 46.0 62.0
29 46.0 61.0
30 46.0 61.0
31 47.0 62.0
32 61.0 77.0
33 61.0 77.0
34 61.0 77.0
35 61.0 78.0
36 62.0 78.0
37 62.0 78.0
38 62.0 77.0
39 62.0 77.0
40 77.0 94.0
41 77.0 94.0
42 77.0 93.0
43 77.0 94.0
44 77.0 93.0
45 78.0 93.0
46 78.0 93.0
47 78.0 94.0
48 93.0 109.0
49 93.0 109.0
50 93.0 110.0
51 93.0 109.0
52 94.0 110.0
53 94.0 110.0
54 94.0 110.0
55 94.0 110.0
56 109.0 127.0
57 109.0 127.0
58 110.0 127.0
59 110.0 127.0
60 110.0 126.0
61 110.0 126.0
62 110.0 127.0
63 110.0 126.0
64 126.0 143.0
65 126.0 144.0
66 127.0 144.0
67 127.0 142.0
68 127.0 145.0
69 127.0 142.0
70 127.0 144.0
71 127.0 144.0
72 142.0 158.0
73 142.0 158.0
74 143.0 160.0
75 144.0 160.0
76 144.0 160.0
77 144.0 160.0
78 144.0 160.0
79 145.0 160.0
80 158.0 174.0
81 158.0 175.0
82 160.0 176.0
83 160.0 176.0
84 160.0 175.0
85 160.0 176.0
86 160.0 175.0
87 160.0 175.0
88 174.0 192.0
89 175.0 193.0
90 175.0 192.0
91 175.0 192.0
92 175.0 193.0
93 176.0 194.0
94 176.0 193.0
95 176.0 193.0
96 192.0 211.0
97 192.0 210.0
98 192.0 210.0
99 193.0 211.0
100 193.0 210.0
101 193.0 211.0
102 193.0 210.0
103 194.0 211.0
104 210.0 230.0
105 210.0 227.0
106 210.0 230.0
107 210.0 227.0
108 211.0 229.0
109 211.0 230.0
110 211.0 230.0
111 211.0 230.0
112 227.0 245.0
113 227.0 244.0
114 229.0 247.0
115 230.0 246.0
116 230.0 247.0
117 230.0 247.0
118 230.0 246.0
119 230.0 246.0
120 244.0 261.0
121 245.0 263.0
122 246.0 263.0
123 246.0 262.0
124 246.0 264.0
125 247.0 263.0
126 247.0 264.0
127 247.0 262.0
128 261.0 265.0
129 262.0 281.0
130 263.0 283.0
131 263.0 281.0
132 263.0 281.0
133 263.0 282.0
134 264.0 283.0
135 264.0 281.0
136 265.0 283.0
137 281.0 300.0
138 281.0 301.0
139 281.0 301.0
140 281.0 301.0
141 282.0 300.0
142 283.0 300.0
143 283.0 301.0
144 283.0 300.0
145 300.0 318.0
146 300.0 321.0
147 300.0 321.0
148 301.0 321.0
149 301.0 320.0
150 301.0 321.0
151 301.0 321.0
152 301.0 320.0
153 318.0 322.0
154 320.0 339.0
155 321.0 341.0
156 321.0 342.0
157 321.0 342.0
158 321.0 342.0
159 321.0 343.0
160 321.0 343.0
161 322.0 342.0
162 339.0 344.0
163 341.0 362.0
164 342.0 363.0
165 342.0 363.0
166 342.0 363.0
167 342.0 363.0
168 343.0 362.0
169 343.0 363.0
170 344.0 363.0
171 362.0 383.0
172 362.0 383.0
173 363.0 383.0
174 363.0 384.0
175 363.0 384.0
176 363.0 384.0
177 363.0 384.0
178 364.0 384.0
179 383.0 404.0
180 383.0 407.0
181 383.0 406.0
182 384.0 406.0
183 384.0 407.0
184 384.0 404.0
185 384.0 404.0
186 384.0 405.0
187 404.0 426.0
188 404.0 427.0
189 405.0 428.0
190 405.0 426.0
191 406.0 427.0
192 406.0 426.0
193 407.0 426.0
194 407.0 427.0
195 426.0 449.0
196 426.0 449.0
197 426.0 450.0
198 426.0 450.0
199 427.0 450.0
200 427.0 449.0
201 427.0 449.0
202 428.0 450.0
203 449.0 474.0
204 449.0 476.0
205 449.0 476.0
206 449.0 474.0
207 450.0 475.0
208 450.0 475.0
209 450.0 475.0
210 450.0 474.0
211 474.0 500.0
212 474.0 500.0
213 474.0 498.0
214 475.0 500.0
215 475.0 498.0
216 475.0 498.0
217 476.0 501.0
218 476.0 498.0
219 498.0 522.0
220 498.0 523.0
221 498.0 525.0
222 498.0 525.0
223 500.0 522.0
224 500.0 525.0
225 500.0 523.0
226 501.0 523.0
227 522.0 547.0
228 522.0 547.0
229 523.0 549.0
230 523.0 550.0
231 524.0 550.0
232 525.0 547.0
233 525.0 547.0
234 525.0 550.0
235 547.0 572.0
236 547.0 573.0
237 547.0 572.0
238 547.0 573.0
239 549.0 572.0
240 550.0 573.0
241 550.0 573.0
242 550.0 572.0
243 572.0 599.0
244 572.0 598.0
245 572.0 600.0
246 573.0 599.0
247 573.0 600.0
248 573.0 601.0
249 573.0 599.0
250 573.0 599.0
251 599.0 625.0
252 599.0 625.0
253 599.0 625.0
254 599.0 625.0
255 599.0 628.0
256 600.0 626.0
257 601.0 627.0
258 601.0 628.0
259 625.0 653.0
260 625.0 652.0
261 625.0 653.0
262 626.0 653.0
263 626.0 653.0
264 628.0 654.0
265 628.0 653.0
266 628.0 652.0
267 652.0 680.0
268 652.0 680.0
269 653.0 679.0
270 653.0 679.0
271 653.0 680.0
272 653.0 680.0
273 653.0 679.0
274 654.0 681.0
275 679.0 709.0
276 679.0 709.0
277 679.0 709.0
278 680.0 710.0
279 680.0 710.0
280 680.0 710.0
281 680.0 710.0
282 681.0 710.0
283 709.0 739.0
284 709.0 739.0
285 709.0 737.0
286 710.0 736.0
287 710.0 736.0
288 710.0 739.0
289 710.0 737.0
290 710.0 737.0
291 736.0 767.0
292 736.0 768.0
293 737.0 766.0
294 737.0 766.0
295 737.0 768.0
296 739.0 767.0
297 739.0 766.0
298 739.0 767.0
299 766.0 799.0
300 766.0 798.0
301 766.0 797.0
302 767.0 800.0
303 767.0 799.0
304 767.0 798.0
305 768.0 799.0
306 768.0 798.0
